Feature ID	Taxon
LC796739.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
OR363178.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
OR244275.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
OQ737779.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
OM980088.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
OL677376.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
OL677375.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
OK559574.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
OK559572.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
OK559570.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
LC638735.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
MT328637.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium breve
PX443645.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PX443625.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PX443613.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PX443612.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PX443610.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PX443611.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PX443603.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PX443602.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PX443462.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PQ223338.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PQ223225.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PQ222874.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
MZ323910.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
MZ323909.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
MZ723757.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
MT902942.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
MT613684.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
MT611807.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
MT604795.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
MT597612.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Bifidobacteriales;D_4__Bifidobacteriaceae;D_5__Bifidobacterium;D_6__Bifidobacterium dentium
PV204920.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
PQ763982.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
PQ222995.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
PQ222987.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
PQ222976.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
PQ222967.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
PQ222965.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
PQ222537.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
PQ222534.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
PP938234.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
OP836614.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
OP836607.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
OP068025.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
OP067989.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
OP067965.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
OP001419.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
OP001418.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
ON605952.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
ON605951.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
ON605950.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium amycolatum
PQ870276.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
PQ870275.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
OK103760.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
MN545432.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
MN545428.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
MN175945.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
MN175938.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
MN175936.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
MN175932.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
NR_028941.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
KT767836.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
AF537608.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
AY546096.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
AY321294.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
AY227208.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
AJ315961.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium aurimucosum
NR_044905.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium coyleae
MK131307.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium coyleae
AF537592.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium coyleae
EU434595.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium coyleae
NR_026369.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium imitans
AF537597.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium imitans
OP176015.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium lipophilum
OP176010.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Mycobacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;D_6__Corynebacterium lipophilum
PV954123.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV954122.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV954121.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV954120.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV954119.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV953695.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV953692.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV953691.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV953690.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV953689.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV953688.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV876246.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV876243.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV876242.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV269940.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV269939.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV225263.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV225262.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV225259.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Cutibacterium;D_6__Cutibacterium acnes
PV104452.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
OQ396359.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
OL656830.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
MK465374.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
NR_119073.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
KX646252.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
LC144978.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
FJ200385.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
JX435046.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
EU373383.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
FJ263375.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
AF343728.1	D_0__Bacteria;D_1__Actinomycetota;D_2__Actinomycetes;D_3__Micrococcales;D_4__Dermabacteraceae;D_5__Dermabacter;D_6__Dermabacter hominis
MW567137.1	D_0__Bacteria;D_1__Bacillota;D_2__Negativicutes;D_3__Veillonellales;D_4__Veillonellaceae;D_5__Dialister;D_6__Dialister micraerophilus
MW566798.1	D_0__Bacteria;D_1__Bacillota;D_2__Negativicutes;D_3__Veillonellales;D_4__Veillonellaceae;D_5__Dialister;D_6__Dialister micraerophilus
KU726687.1	D_0__Bacteria;D_1__Bacillota;D_2__Negativicutes;D_3__Veillonellales;D_4__Veillonellaceae;D_5__Dialister;D_6__Dialister micraerophilus
AY850118.1	D_0__Bacteria;D_1__Bacillota;D_2__Negativicutes;D_3__Veillonellales;D_4__Veillonellaceae;D_5__Dialister;D_6__Dialister micraerophilus
AY850117.1	D_0__Bacteria;D_1__Bacillota;D_2__Negativicutes;D_3__Veillonellales;D_4__Veillonellaceae;D_5__Dialister;D_6__Dialister micraerophilus
